SentenceIndex	DocumentId	Entity	Relation	Slotfill	Correct	Incorrect	Sentence
1560	AFP_ENG_20071106.0037.LDC2009T13	President Musharraf-5	jobTitle	president-4	1		"I told President Musharraf how critical it is for relations between our two countries that elections go forward as planned in January, that he follow through on his commitment to take off his uniform and that he restore the rule of law to Pakistan," he said in a statement.
1570	AFP_ENG_20071116.0303.LDC2009T13	Iraqi officials-2	nationality	iraqi-1	1		Iraqi officials have begun clamping down on foreign security companies operating in the country following a series of shootouts in which civilians were killed, a government official said Friday.
1579	AFP_ENG_20071116.0303.LDC2009T13	New York Times-4	province	new york-3	1		The New York Times reported this week that the FBI had initially found that at least 14 Iraqis were killed without justification in a September shootout in Baghdad involving guards from Blackwater.
1589	AFP_ENG_20071118.0260.LDC2009T13	Perth Glory-14	city	perth-13	1		Central Coast Mariners successfully held on for a 1-0 away win over Perth Glory on Sunday to maintain a four-point lead at the top of Australia's A-League.
1599	AFP_ENG_20071119.0091.LDC2009T13	Zimbabwean leader Robert Mugabe-22	nationality	zimbabwean-19	1		The EU's Portuguese presidency on Monday vowed to deliver a "tough and clear message" to Zimbabwean leader Robert Mugabe at an EU-Africa summit in Lisbon next month, European sources said.
1604	AFP_ENG_20071119.0091.LDC2009T13	British official-3	nationality	british-2	1		Another British official stressed that "our position is unchanged.... If he does turn up then the prime minister won't attend and neither will any senior minister."
1624	AFP_ENG_20071119.0323.LDC2009T13	US ambassador Anne Patterson-9	nationality	us-6	1		Bhutto was speaking after meeting US ambassador Anne Patterson.
1625	AFP_ENG_20071119.0323.LDC2009T13	Secretary of State John Negroponte-15	jobTitle	secretary of state-13	1		It followed a weekend of face-to-face talks between US Deputy Secretary of State John Negroponte and Musharraf and other senior officials.
1650	AFP_ENG_20071121.0417.LDC2009T13	Australian Foreign Minister Alexander Downer-5	nationality	australian-1	1		Australian Foreign Minister Alexander Downer expressed optimism that China and India would agree to eventually cut greenhouse gas emissions and said the East Asia Summit pact helped "pave the way for a successful Bali meeting."
1650	AFP_ENG_20071121.0417.LDC2009T13	Foreign Minister Alexander Downer-5	jobTitle	foreign minister-3	1		Australian Foreign Minister Alexander Downer expressed optimism that China and India would agree to eventually cut greenhouse gas emissions and said the East Asia Summit pact helped "pave the way for a successful Bali meeting."
1697	AFP_ENG_20071202.0230.LDC2009T13	Cuban leader-3	nationality	cuban-2	1		Ailing Cuban leader Fidel Castro was nominated Sunday as a National Assembly candidate by local officials here, clearing the way for a possible return to the presidency.
1732	AFP_ENG_20071213.0245.LDC2009T13	VfB Stuttgart coach Armin Veh-15	city	stuttgart-12	1		Former Bayern midfielder and Germany international Stefan Effenberg says current VfB Stuttgart coach Armin Veh would be a good replacement.
1736	AFP_ENG_20071213.0498.LDC2009T13	Somali civilians-5	nationality	somali-4	1		At least nine Somali civilians were killed on Thursday when two mortar shells crashed into Mogadishu's Bakara market area, witnesses told AFP.
1744	AFP_ENG_20071214.0417.LDC2009T13	Former England captain Paul Ince-5	nationality	england-2	1		Former England captain Paul Ince said Capello's impending appointment is a "sad indictment of English football".
1753	AFP_ENG_20071214.0417.LDC2009T13	English coaches-11	nationality	english-10	1		Despite the 61-year-old Capello expressing a desire to have English coaches as part of his set-up, he is expected to bring three or four fellow Italians with him for his coaching staff, including his trusted aide Franco Baldini as his assistant.
1759	AFP_ENG_20071214.0417.LDC2009T13	England player, Tony Adams-7	nationality	england-3	1		Another former England player, Tony Adams, said he was a huge admirer of Capello's, having visited the Italian at Juventus to get a sneak view at some of his coaching methods.
1769	AFP_ENG_20071214.0639.LDC2009T13	Nigeria teammate-9	nationality	nigeria-8	1		Joseph Yobo, Yakubu's Everton and Nigeria teammate, reckoned West Ham will be hell-bent on avenging their quarter-final defeat.
1790	AFP_ENG_20071214.0639.LDC2009T13	Wales striker-3	nationality	wales-2	1		The Wales striker has spent six weeks out recovering from surgery on a persistent abdominal injury, but the problem has not gone away and he may now require further surgery to correct the problem.
1808	AFP_ENG_20071221.0389.LDC2009T13	President Robert Mugabe-3	jobTitle	president-1	1		President Robert Mugabe said Friday that foreign mining firms who invest in Zimbabwe would be allowed to retain majority stakes under controversial ownership regulations.
1823	AFP_ENG_20071223.0235.LDC2009T13	Brazilian playmaker-14	nationality	brazilian-13	1		In an interview with Croat newspaper Sportske Novosti, the 25 -year-old Brazilian playmaker said: "It's true that we've talked about extending my contract until 2013 and we'll do that as soon as the club invites me to sign."
1874	AFP_ENG_20080108.0706.LDC2009T13	HFPA president Jorge Camara-50	jobTitle	president-48	1		"We are all very disappointed that our traditional awards ceremony will not take place this year and that millions of viewers worldwide will be deprived of seeing many of their favorite stars celebrating 2007's outstanding achievements in motion pictures and television," said HFPA president Jorge Camara.
1898	AFP_ENG_20080115.0642.LDC2009T13	Chinese leaders-18	nationality	chinese-17	1		Brown will arrive in China on Friday for a visit that will include meetings with top Chinese leaders aimed at bolstering ties, and tours of 2008 Beijing Olympic sites, foreign ministry spokeswoman Jiang Yu told reporters.
1925	AFP_ENG_20080118.0419.LDC2009T13	Australian golden girl Casey Dellacqua-32	nationality	australian-28	1		The French former world No.1 revived questions about being a choker as she blew a one set lead to bow out 3-6, 6-4, 6-4 to Australian golden girl Casey Dellacqua in front a patriotic home crowd on centre court.
1927	AFP_ENG_20080118.0419.LDC2009T13	Victoria Azarenka of Belarus-14	nationality	belarus-14	1		A dominant Williams strolled to 6-3, 6-4 win over Victoria Azarenka of Belarus while a pumped-up Sharapova downed fellow Russian Elena Vesnina 6-3, 6-0.
1928	AFP_ENG_20080118.0419.LDC2009T13	Taiwanese qualifier Hsieh Su- Wei-32	nationality	taiwanese-28	1		Henin, the world number one, used her experience to grind out a 7-5, 6-4 win over Italy's Francesca Schiavone and will now play Taiwanese qualifier Hsieh Su- Wei - her country's first ever player in a Grand Slam fourth round.
1928	AFP_ENG_20080118.0419.LDC2009T13	Italy's Francesca Schiavone-23	nationality	italy-20	1		Henin, the world number one, used her experience to grind out a 7-5, 6-4 win over Italy's Francesca Schiavone and will now play Taiwanese qualifier Hsieh Su- Wei - her country's first ever player in a Grand Slam fourth round.
1940	AFP_ENG_20080118.0419.LDC2009T13	France's Marc Gicquel-33	nationality	france-30	1		Unseeded Frenchman Jo-Wilfried Tsonga pushed deeper into the draw with an easy win over Spain's Guillermo Garcia-Lopez while fourth seed Nikolay Davydenko continued his quiet progress by beating France's Marc Gicquel.
1940	AFP_ENG_20080118.0419.LDC2009T13	Unseeded Frenchman Jo-Wilfried Tsonga-4	nationality	frenchman-2	1		Unseeded Frenchman Jo-Wilfried Tsonga pushed deeper into the draw with an easy win over Spain's Guillermo Garcia-Lopez while fourth seed Nikolay Davydenko continued his quiet progress by beating France's Marc Gicquel.
1940	AFP_ENG_20080118.0419.LDC2009T13	Spain's Guillermo Garcia-Lopez-18	nationality	spain-15	1		Unseeded Frenchman Jo-Wilfried Tsonga pushed deeper into the draw with an easy win over Spain's Guillermo Garcia-Lopez while fourth seed Nikolay Davydenko continued his quiet progress by beating France's Marc Gicquel.
1956	AFP_ENG_20080123.0352.LDC2009T13	British investigators-4	nationality	british-3	1		French and British investigators have concluded that the crash was a tragic accident.
1967	AFP_ENG_20080123.0352.LDC2009T13	London department store Harrods-15	city	london-12	1		Fayed's father Mohamed Al Fayed, the owner of plush London department store Harrods, claims they were killed in a British establishment conspiracy.
1986	AFP_ENG_20080124.0048.LDC2009T13	US presidents-27	nationality	us-26	1		Democratic critics have expressed fears that a planned "Status of Forces Agreement" (SOFA) with Iraq will tie the hands of future US presidents by committing the United States to a long-term military presence.
1990	AFP_ENG_20080124.0048.LDC2009T13	Senator Joe Biden, chairman of the Foreign Relations Committee-14	jobTitle	senator-5	1		Some Democrats, including Senator Joe Biden, chairman of the Foreign Relations Committee, have demanded that any agreement be sent to the US Congress for approval.
2067	AFP_ENG_20080129.0608.LDC2009T13	Australia's Chief medical officer-6	nationality	australia-2	1		Cricket Australia's Chief medical officer Dr Trefor James said it was clear that Tait needed a break from cricket at all levels.
2118	AFP_ENG_20080301.0119.LDC2009T13	Israeli soldiers-3	nationality	israeli-2	1		Two Israeli soldiers were also killed in the latest fighting, and another seven wounded, including two officers, the army said, reporting its first deaths since the violence escalated on Wednesday.
2127	AFP_ENG_20080305.0322.LDC2009T13	Foreign Minister Masahiko Komura-4	jobTitle	foreign minister-2	1		Foreign Minister Masahiko Komura said it was "not permissible to use violence to try to force through one's opinion."
2129	AFP_ENG_20080305.0322.LDC2009T13	Hogarth, an American-4	nationality	american-4	1		Hogarth, an American, helped persuade Japan last year to suspend its plans to kill humpback whales for the first time in four decades.
2135	AFP_ENG_20080306.0290.LDC2009T13	French tourists-26	nationality	french-25	1		A French court ruling Thursday paved the way for a possible US trial over a 2004 charter aircraft crash in Egypt that killed 134 French tourists, focusing on the responsibility of US planemaker Boeing.
2138	AFP_ENG_20080306.0290.LDC2009T13	Denis Chemla, lawyer-21	jobTitle	lawyer-21	1		"This opens the door for the case to return to the United States," said Denis Chemla, lawyer for US aeronautics supplier Honeywell, who said he would study the ruling before deciding whether to file a higher appeal.
2140	AFP_ENG_20080306.0290.LDC2009T13	French tourists-24	nationality	french-23	1		Separate French and Egyptian probes into the January 2004 crash of the Boeing 737 aircraft, which killed 148 people including 134 French tourists, failed to establish any responsibility on the planemaker's behalf.
2144	AFP_ENG_20080309.0463.LDC2009T13	Houston Rockets-12	city	houston-11	1		Tracy McGrady had 41 points and nine assists as the Houston Rockets won their 18th consecutive game with a 106-96 win over New Orleans on Saturday.
2147	AFP_ENG_20080309.0463.LDC2009T13	Chinese all-star Yao Ming-13	nationality	chinese-10	1		The Rockets won their sixth in a row since Chinese all-star Yao Ming went out for the season with a stress fracture in his left foot.
2182	AFP_ENG_20080314.0200.LDC2009T13	Icelandic civilians-7	nationality	icelandic-6	1		She will check on 13 Icelandic civilians attached to a 60,000-strong, NATO-led International Security Assistance Force (ISAF) in the country.
2233	AFP_ENG_20080319.0687.LDC2009T13	President Mahinda Rajapakse-14	jobTitle	president-12	1		"He is a national asset for Sri Lanka," President Mahinda Rajapakse said at Clarke's 90th birthday bash in Colombo.
2249	AFP_ENG_20080320.0372.LDC2009T13	French coach Raymond Domenech-4	nationality	french-1	1		French coach Raymond Domenech has called up four new faces into his 39-strong squad for full and A internationals against England and Mali next week.
2250	AFP_ENG_20080320.0372.LDC2009T13	Marseille striker Mathieu Valbuena-10	city	marseille-7	1		Lyon midfielder Mathieu Bodmer, exciting Marseille striker Mathieu Valbuena, and defenders Mathieu Delpierre (Stuttgart) and Adil Rami (Lille) all make the enlarged squad for the March 25 and 26 games at Stade Charlety and the Stade de France respectively.
